gid,funcs
19713,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
19714,"['GO:0008152', 'GO:0009987']"
19719,"['GO:0051179', 'GO:0009987']"
19726,['GO:0065007']
19731,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
19735,"['GO:0008152', 'GO:0050896', 'GO:0065007', 'GO:0009987']"
19739,['GO:0051179']
19743,['GO:0065007']
19752,"['GO:0008152', 'GO:0051179', 'GO:0065007', 'GO:0009987']"
19753,['GO:0009987']
19757,"['GO:0051179', 'GO:0009987']"
19759,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
19761,"['GO:0008152', 'GO:0009987']"
19763,"['GO:0051179', 'GO:0009987']"
19768,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
19771,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
19773,['GO:0065007']
19780,"['GO:0051179', 'GO:0009987']"
19782,['GO:0009987']
19786,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
19814,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
19816,"['GO:0008152', 'GO:0032502', 'GO:0022414', 'GO:0040007', 'GO:0009987', 'GO:0032501', 'GO:0050896', 'GO:0000003']"
19817,"['GO:0008152', 'GO:0009987']"
19830,['GO:0008152']
19833,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
19836,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
19837,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
19843,"['GO:0008152', 'GO:0009987']"
19846,['GO:0009987']
19850,"['GO:0051179', 'GO:0009987']"
19856,['GO:0065007']
19864,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
19866,"['GO:0008152', 'GO:0009987']"
19868,"['GO:0008152', 'GO:0009987']"
19873,"['GO:0008152', 'GO:0009987']"
19883,"['GO:0008152', 'GO:0009987']"
19885,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
19887,"['GO:0065007', 'GO:0009987']"
19896,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
19899,"['GO:0009987', 'GO:0065007']"
19901,"['GO:0051179', 'GO:0009987']"
19904,"['GO:0051179', 'GO:0009987']"
19907,['GO:0009987']
19909,"['GO:0008152', 'GO:0009987', 'GO:0065007']"
19911,['GO:0051179']
19915,"['GO:0008152', 'GO:0009987']"
19916,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
19923,['GO:0008152']
19927,"['GO:0008152', 'GO:0009987']"
19930,['GO:0009987']
19940,"['GO:0051179', 'GO:0009987']"
19941,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
19943,"['GO:0051179', 'GO:0009987']"
19949,"['GO:0008152', 'GO:0009987']"
19951,"['GO:0008152', 'GO:0009987']"
19968,['GO:0008152']
19970,"['GO:0008152', 'GO:0050896', 'GO:0065007', 'GO:0009987']"
19971,['GO:0065007']
19974,"['GO:0008152', 'GO:0009987']"
19976,"['GO:0008152', 'GO:0009987']"
19981,['GO:0065007']
19982,"['GO:0008152', 'GO:0009987']"
19998,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
20004,['GO:0009987']
20008,"['GO:0008152', 'GO:0009987']"
20009,['GO:0009987']
20011,"['GO:0051179', 'GO:0009987']"
20040,"['GO:0008152', 'GO:0009987']"
20044,"['GO:0008152', 'GO:0009987']"
20053,"['GO:0008152', 'GO:0009987']"
20056,"['GO:0008152', 'GO:0009987']"
20067,"['GO:0008152', 'GO:0009987']"
20068,"['GO:0050896', 'GO:0009987', 'GO:0065007', 'GO:0023052']"
20069,"['GO:0051179', 'GO:0065007']"
20070,['GO:0009987']
20071,"['GO:0008152', 'GO:0009987']"
20072,"['GO:0065007', 'GO:0009987']"
20083,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
20087,"['GO:0008152', 'GO:0009987']"
20089,['GO:0065007']
20095,"['GO:0032501', 'GO:0032502']"
20099,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
20106,"['GO:0051179', 'GO:0009987']"
20110,"['GO:0008152', 'GO:0032502', 'GO:0022414', 'GO:0040007', 'GO:0009987', 'GO:0032501', 'GO:0050896', 'GO:0000003']"
20118,"['GO:0008152', 'GO:0009987']"
20121,['GO:0065007']
20128,['GO:0050896']
20138,"['GO:0008152', 'GO:0009987']"
20148,"['GO:0051179', 'GO:0009987']"
20152,['GO:0009987']
20154,"['GO:0051179', 'GO:0009987']"
20158,['GO:0065007']
20163,"['GO:0008152', 'GO:0009987']"
20165,"['GO:0008152', 'GO:0009987']"
20166,['GO:0065007']
20175,"['GO:0051179', 'GO:0009987']"
20177,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
20186,"['GO:0008152', 'GO:0009987']"
20201,"['GO:0051179', 'GO:0009987']"
20204,"['GO:0008152', 'GO:0009987']"
20221,"['GO:0051179', 'GO:0009987']"
20222,"['GO:0022414', 'GO:0000003', 'GO:0009987']"
20230,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
20242,['GO:0065007']
20243,"['GO:0051179', 'GO:0009987']"
20250,"['GO:0051179', 'GO:0009987']"
20251,"['GO:0008152', 'GO:0009987']"
20252,"['GO:0051179', 'GO:0009987']"
20254,['GO:0050896']
20262,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
20266,"['GO:0008152', 'GO:0009987']"
20270,"['GO:0065007', 'GO:0009987']"
20276,"['GO:0051179', 'GO:0009987']"
20289,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
20303,['GO:0009987']
20307,['GO:0051179']
20308,"['GO:0051179', 'GO:0009987']"
20309,['GO:0009987']
20318,"['GO:0008152', 'GO:0009987']"
20320,"['GO:0008152', 'GO:0009987']"
20323,"['GO:0008152', 'GO:0009987']"
20326,"['GO:0051179', 'GO:0009987']"
20332,"['GO:0008152', 'GO:0009987']"
20339,"['GO:0008152', 'GO:0009987']"
20342,['GO:0065007']
20349,"['GO:0008152', 'GO:0009987']"
20360,"['GO:0008152', 'GO:0009987']"
20361,"['GO:0051179', 'GO:0009987']"
20362,"['GO:0008152', 'GO:0009987']"
20365,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
20370,"['GO:0051179', 'GO:0009987']"
20371,"['GO:0008152', 'GO:0009987']"
20376,['GO:0065007']
20378,"['GO:0051179', 'GO:0050896', 'GO:0009987']"
20381,"['GO:0008152', 'GO:0009987']"
20396,['GO:0050896']
20406,"['GO:0008152', 'GO:0009987']"
20407,['GO:0008152']
20410,"['GO:0008152', 'GO:0009987']"
20412,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
20415,"['GO:0008152', 'GO:0009987']"
20419,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
20424,"['GO:0008152', 'GO:0065007']"
20433,"['GO:0008152', 'GO:0009987']"
20438,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
20439,['GO:0065007']
20441,['GO:0065007']
20446,"['GO:0008152', 'GO:0009987']"
20447,"['GO:0008152', 'GO:0009987']"
20449,['GO:0009987']
20451,"['GO:0008152', 'GO:0009987']"
20453,"['GO:0008152', 'GO:0009987']"
20455,"['GO:0051179', 'GO:0009987']"
20458,"['GO:0008152', 'GO:0009987']"
20466,"['GO:0008152', 'GO:0009987']"
20471,['GO:0009987']
20472,"['GO:0051179', 'GO:0009987']"
20489,"['GO:0051179', 'GO:0009987']"
20491,['GO:0065007']
20492,"['GO:0008152', 'GO:0009987']"
20493,['GO:0065007']
20496,"['GO:0051179', 'GO:0009987']"
20510,['GO:0009987']
20511,"['GO:0008152', 'GO:0009987']"
20512,['GO:0065007']
20517,"['GO:0051179', 'GO:0009987']"
20519,['GO:0065007']
20521,"['GO:0008152', 'GO:0009987']"
20529,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
20533,['GO:0008152']
20542,['GO:0065007']
20543,['GO:0065007']
20554,['GO:0009987']
20556,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
20561,"['GO:0008152', 'GO:0009987']"
20568,"['GO:0008152', 'GO:0009987']"
20569,"['GO:0008152', 'GO:0009987']"
20576,['GO:0009987']
20578,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
20593,"['GO:0008152', 'GO:0009987']"
20594,"['GO:0008152', 'GO:0009987']"
20599,"['GO:0008152', 'GO:0009987']"
20600,"['GO:0008152', 'GO:0009987']"
20605,['GO:0009987']
20608,"['GO:0008152', 'GO:0009987']"
20610,"['GO:0008152', 'GO:0009987']"
20615,"['GO:0008152', 'GO:0009987']"
20620,"['GO:0008152', 'GO:0009987']"
20628,"['GO:0008152', 'GO:0009987']"
20632,"['GO:0008152', 'GO:0009987']"
20635,['GO:0009987']
20641,['GO:0065007']
20646,['GO:0065007']
20649,"['GO:0008152', 'GO:0009987']"
20653,"['GO:0008152', 'GO:0009987']"
20656,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
20671,['GO:0009987']
20674,"['GO:0008152', 'GO:0009987']"
20680,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
20684,"['GO:0051179', 'GO:0009987']"
20686,"['GO:0008152', 'GO:0009987']"
20691,"['GO:0051179', 'GO:0009987']"
20695,['GO:0009987']
20707,"['GO:0051179', 'GO:0009987']"
20710,"['GO:0022414', 'GO:0000003', 'GO:0009987']"
20723,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
20724,['GO:0009987']
20730,"['GO:0008152', 'GO:0009987']"
20732,"['GO:0051179', 'GO:0009987', 'GO:0065007']"
20737,"['GO:0051179', 'GO:0009987']"
20738,"['GO:0008152', 'GO:0009987']"
20745,"['GO:0008152', 'GO:0009987']"
20747,"['GO:0008152', 'GO:0009987', 'GO:0065007']"
20749,"['GO:0008152', 'GO:0009987']"
20751,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
20754,"['GO:0008152', 'GO:0009987']"
20757,"['GO:0008152', 'GO:0009987']"
20763,"['GO:0008152', 'GO:0009987']"
20767,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
20770,"['GO:0032501', 'GO:0032502']"
20771,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
20773,"['GO:0008152', 'GO:0009987']"
20785,"['GO:0008152', 'GO:0009987']"
20786,"['GO:0008152', 'GO:0009987']"
20789,['GO:0009987']
20790,"['GO:0051179', 'GO:0009987']"
20792,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
20803,['GO:0009987']
20810,"['GO:0065007', 'GO:0009987']"
20814,"['GO:0008152', 'GO:0009987']"
20817,"['GO:0008152', 'GO:0009987']"
20818,"['GO:0008152', 'GO:0009987']"
20822,['GO:0065007']
20827,"['GO:0008152', 'GO:0009987']"
20828,['GO:0065007']
20829,"['GO:0008152', 'GO:0009987']"
20839,"['GO:0008152', 'GO:0009987']"
20843,"['GO:0065007', 'GO:0009987']"
20846,"['GO:0008152', 'GO:0009987']"
20849,"['GO:0008152', 'GO:0009987']"
20851,"['GO:0008152', 'GO:0050896', 'GO:0065007', 'GO:0009987']"
20858,"['GO:0008152', 'GO:0009987']"
20869,['GO:0065007']
20874,"['GO:0065007', 'GO:0023052', 'GO:0044419', 'GO:0002376', 'GO:0009987', 'GO:0050896']"
20875,"['GO:0008152', 'GO:0051179', 'GO:0050896', 'GO:0009987']"
20877,['GO:0009987']
20892,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
20897,['GO:0009987']
20907,['GO:0065007']
20908,['GO:0065007']
20910,"['GO:0008152', 'GO:0009987']"
20911,"['GO:0051179', 'GO:0009987']"
20913,"['GO:0008152', 'GO:0009987']"
20915,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
20917,"['GO:0065007', 'GO:0009987']"
20918,"['GO:0051179', 'GO:0009987']"
20920,['GO:0065007']
20928,"['GO:0032501', 'GO:0022414', 'GO:0032502', 'GO:0000003']"
20930,"['GO:0051179', 'GO:0009987']"
20942,['GO:0008152']
20943,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
20955,"['GO:0008152', 'GO:0009987']"
20958,['GO:0008152']
20961,"['GO:0008152', 'GO:0009987']"
20964,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
20972,"['GO:0008152', 'GO:0009987']"
20981,['GO:0051179']
20982,"['GO:0008152', 'GO:0009987']"
20986,"['GO:0008152', 'GO:0009987']"
20990,['GO:0065007']
20998,"['GO:0032502', 'GO:0022414', 'GO:0032501', 'GO:0050896', 'GO:0000003']"
21004,['GO:0009987']
21008,"['GO:0008152', 'GO:0009987', 'GO:0065007']"
21015,['GO:0065007']
21018,"['GO:0008152', 'GO:0009987']"
21026,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
21032,"['GO:0008152', 'GO:0009987']"
21038,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
21043,"['GO:0065007', 'GO:0009987']"
21047,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
21048,"['GO:0008152', 'GO:0009987']"
21051,"['GO:0008152', 'GO:0009987']"
21068,['GO:0065007']
21072,"['GO:0008152', 'GO:0009987']"
21073,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
21086,"['GO:0008152', 'GO:0009987']"
21087,['GO:0009987']
21092,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
21093,"['GO:0050896', 'GO:0009987']"
21105,"['GO:0008152', 'GO:0009987']"
21125,"['GO:0008152', 'GO:0009987']"
21130,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
21140,"['GO:0008152', 'GO:0009987']"
21141,"['GO:0008152', 'GO:0009987']"
21142,"['GO:0008152', 'GO:0009987']"
21148,['GO:0032502']
21152,"['GO:0008152', 'GO:0009987']"
21158,"['GO:0008152', 'GO:0009987']"
21163,"['GO:0008152', 'GO:0009987']"
21175,['GO:0065007']
21182,['GO:0065007']
21188,"['GO:0008152', 'GO:0022414', 'GO:0000003', 'GO:0009987']"
21199,"['GO:0022414', 'GO:0000003', 'GO:0009987']"
21203,['GO:0050896']
21204,"['GO:0008152', 'GO:0009987']"
21206,['GO:0065007']
21208,['GO:0050896']
21211,"['GO:0008152', 'GO:0009987']"
21214,"['GO:0008152', 'GO:0009987', 'GO:0065007']"
21218,"['GO:0008152', 'GO:0009987']"
21223,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
21224,['GO:0009987']
21227,"['GO:0065007', 'GO:0008152', 'GO:0022414', 'GO:0009987', 'GO:0050896', 'GO:0000003']"
21230,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
21251,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
21258,"['GO:0008152', 'GO:0009987']"
21260,"['GO:0051179', 'GO:0009987']"
21261,"['GO:0051179', 'GO:0050896', 'GO:0009987']"
21276,"['GO:0008152', 'GO:0009987']"
21282,"['GO:0008152', 'GO:0009987']"
21283,['GO:0050896']
21287,"['GO:0008152', 'GO:0009987']"
21288,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
21294,"['GO:0022414', 'GO:0032502', 'GO:0000003']"
21309,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
21312,"['GO:0008152', 'GO:0009987']"
21331,"['GO:0051179', 'GO:0009987']"
21335,"['GO:0008152', 'GO:0009987']"
21336,"['GO:0008152', 'GO:0009987']"
21343,"['GO:0040007', 'GO:0032502', 'GO:0065007', 'GO:0009987']"
21348,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
21353,['GO:0065007']
21359,"['GO:0008152', 'GO:0009987']"
21364,"['GO:0008152', 'GO:0009987']"
21368,['GO:0065007']
21374,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
21375,"['GO:0008152', 'GO:0009987']"
21376,"['GO:0008152', 'GO:0051179', 'GO:0065007', 'GO:0009987']"
21381,"['GO:0009987', 'GO:0065007']"
21383,"['GO:0008152', 'GO:0009987']"
21391,"['GO:0008152', 'GO:0009987']"
21392,"['GO:0044419', 'GO:0002376', 'GO:0050896']"
21402,"['GO:0051179', 'GO:0009987', 'GO:0065007']"
21410,['GO:0050896']
21412,['GO:0065007']
21423,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
21425,"['GO:0008152', 'GO:0009987']"
21427,['GO:0065007']
21444,"['GO:0008152', 'GO:0009987']"
21452,['GO:0009987']
21455,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
21458,"['GO:0008152', 'GO:0009987']"
21460,"['GO:0008152', 'GO:0051179', 'GO:0050896', 'GO:0009987']"
21465,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
21466,"['GO:0008152', 'GO:0009987']"
21468,"['GO:0050896', 'GO:0009987', 'GO:0065007']"
21474,"['GO:0008152', 'GO:0009987']"
21482,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
21483,"['GO:0008152', 'GO:0009987']"
21487,['GO:0065007']
21489,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
21490,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
21498,"['GO:0008152', 'GO:0009987']"
21501,['GO:0009987']
21502,"['GO:0008152', 'GO:0009987']"
21508,"['GO:0051179', 'GO:0009987']"
21511,"['GO:0008152', 'GO:0009987']"
21513,"['GO:0065007', 'GO:0009987']"
21522,"['GO:0050896', 'GO:0009987', 'GO:0065007', 'GO:0023052']"
21523,"['GO:0051179', 'GO:0009987']"
21528,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
21529,"['GO:0008152', 'GO:0009987']"
21532,"['GO:0008152', 'GO:0009987']"
21548,"['GO:0008152', 'GO:0009987']"
21550,"['GO:0008152', 'GO:0009987']"
21559,['GO:0009987']
21561,"['GO:0008152', 'GO:0009987']"
21563,"['GO:0008152', 'GO:0009987']"
21566,['GO:0051179']
21572,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
21582,['GO:0065007']
21595,['GO:0065007']
21601,"['GO:0008152', 'GO:0009987']"
21611,"['GO:0065007', 'GO:0009987']"
21613,"['GO:0044419', 'GO:0002376', 'GO:0050896']"
21615,"['GO:0008152', 'GO:0009987']"
21616,"['GO:0051179', 'GO:0009987']"
21617,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
21618,"['GO:0008152', 'GO:0009987']"
21621,['GO:0065007']
21626,"['GO:0008152', 'GO:0009987']"
21627,"['GO:0008152', 'GO:0009987']"
21631,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
21636,"['GO:0065007', 'GO:0009987']"
21641,"['GO:0051179', 'GO:0009987']"
21643,"['GO:0008152', 'GO:0009987']"
21647,"['GO:0008152', 'GO:0009987']"
21648,"['GO:0008152', 'GO:0009987']"
21657,"['GO:0008152', 'GO:0009987']"
21658,"['GO:0050896', 'GO:0009987']"
21659,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
21663,['GO:0065007']
21664,"['GO:0008152', 'GO:0009987']"
21665,['GO:0009987']
21672,['GO:0065007']
21676,"['GO:0008152', 'GO:0009987']"
21677,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
21679,"['GO:0008152', 'GO:0009987']"
21683,['GO:0065007']
21687,"['GO:0051179', 'GO:0009987']"
21689,"['GO:0050896', 'GO:0009987']"
21694,"['GO:0008152', 'GO:0009987']"
21706,['GO:0008152']
21708,['GO:0009987']
21712,"['GO:0008152', 'GO:0009987']"
21714,"['GO:0023052', 'GO:0050896', 'GO:0065007', 'GO:0009987']"
21716,['GO:0065007']
21733,['GO:0050896']
21740,"['GO:0050896', 'GO:0009987']"
21742,"['GO:0008152', 'GO:0009987']"
21750,"['GO:0008152', 'GO:0009987']"
21751,"['GO:0008152', 'GO:0009987']"
21754,"['GO:0009987', 'GO:0065007']"
21758,"['GO:0051179', 'GO:0009987']"
21759,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
21772,['GO:0065007']
21780,"['GO:0008152', 'GO:0009987']"
21781,"['GO:0008152', 'GO:0009987']"
21782,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
21786,['GO:0065007']
21787,"['GO:0008152', 'GO:0009987']"
21792,['GO:0065007']
21794,"['GO:0008152', 'GO:0009987']"
21797,"['GO:0051179', 'GO:0009987']"
21801,['GO:0009987']
21813,"['GO:0008152', 'GO:0009987']"
21814,"['GO:0051179', 'GO:0009987']"
21824,"['GO:0008152', 'GO:0009987']"
21831,"['GO:0051179', 'GO:0009987']"
21832,"['GO:0008152', 'GO:0009987']"
21833,"['GO:0008152', 'GO:0009987']"
21837,"['GO:0008152', 'GO:0009987']"
21866,"['GO:0008152', 'GO:0009987']"
21869,"['GO:0008152', 'GO:0009987']"
21871,"['GO:0032502', 'GO:0065007']"
21874,"['GO:0008152', 'GO:0009987']"
21879,"['GO:0008152', 'GO:0009987']"
21881,"['GO:0008152', 'GO:0009987']"
21888,"['GO:0051179', 'GO:0009987', 'GO:0065007']"
21892,['GO:0008152']
21893,"['GO:0008152', 'GO:0009987']"
21897,['GO:0051179']
21902,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
21903,"['GO:0008152', 'GO:0009987']"
21904,['GO:0065007']
21912,['GO:0065007']
21920,"['GO:0008152', 'GO:0009987']"
21925,"['GO:0032502', 'GO:0051179', 'GO:0022414', 'GO:0009987', 'GO:0032501', 'GO:0050896', 'GO:0000003']"
21928,"['GO:0032502', 'GO:0009987']"
21930,"['GO:0008152', 'GO:0009987']"
21935,"['GO:0008152', 'GO:0009987']"
21939,"['GO:0009987', 'GO:0065007']"
21947,"['GO:0008152', 'GO:0009987', 'GO:0065007']"
21949,"['GO:0008152', 'GO:0009987']"
21957,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
21961,['GO:0065007']
21962,"['GO:0065007', 'GO:0009987']"
21966,['GO:0009987']
21970,['GO:0065007']
21977,"['GO:0044419', 'GO:0002376', 'GO:0050896']"
21989,"['GO:0023052', 'GO:0050896', 'GO:0065007', 'GO:0009987']"
21991,['GO:0009987']
21996,"['GO:0008152', 'GO:0009987']"
22002,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
22004,"['GO:0008152', 'GO:0009987']"
22010,"['GO:0008152', 'GO:0009987', 'GO:0065007']"
22012,['GO:0009987']
22015,"['GO:0051179', 'GO:0009987']"
22031,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
22044,"['GO:0051179', 'GO:0009987']"
22045,"['GO:0051179', 'GO:0009987']"
22049,"['GO:0023052', 'GO:0065007', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
22051,['GO:0051179']
22052,"['GO:0065007', 'GO:0023052', 'GO:0009987', 'GO:0051179', 'GO:0050896']"
22058,"['GO:0065007', 'GO:0009987']"
22062,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
22064,"['GO:0008152', 'GO:0009987']"
22094,"['GO:0008152', 'GO:0009987']"
22095,['GO:0008152']
22096,"['GO:0008152', 'GO:0009987']"
22101,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
22105,"['GO:0008152', 'GO:0009987']"
22117,"['GO:0051179', 'GO:0009987']"
22132,"['GO:0008152', 'GO:0009987']"
22143,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
22144,"['GO:0051179', 'GO:0009987']"
22145,"['GO:0008152', 'GO:0098754', 'GO:0050896', 'GO:0009987']"
22152,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
22167,"['GO:0008152', 'GO:0009987']"
22182,"['GO:0008152', 'GO:0050896', 'GO:0065007', 'GO:0009987']"
22189,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
22191,['GO:0065007']
22201,"['GO:0008152', 'GO:0009987']"
22203,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
22204,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
22207,"['GO:0008152', 'GO:0009987']"
22210,"['GO:0008152', 'GO:0009987']"
22218,"['GO:0008152', 'GO:0009987']"
22221,"['GO:0008152', 'GO:0009987']"
22223,"['GO:0008152', 'GO:0009987']"
22224,['GO:0051179']
22232,"['GO:0008152', 'GO:0009987']"
22247,['GO:0065007']
22251,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
22252,"['GO:0008152', 'GO:0009987']"
22254,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
22256,['GO:0065007']
22259,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
22267,"['GO:0051179', 'GO:0009987']"
22274,"['GO:0051179', 'GO:0009987']"
22275,"['GO:0008152', 'GO:0009987']"
22281,['GO:0008152']
22286,"['GO:0008152', 'GO:0009987']"
22291,['GO:0065007']
22308,['GO:0065007']
22309,"['GO:0051179', 'GO:0009987']"
22311,['GO:0065007']
22315,['GO:0009987']
22325,"['GO:0051179', 'GO:0009987']"
22337,"['GO:0008152', 'GO:0009987']"
22338,"['GO:0008152', 'GO:0009987']"
22342,"['GO:0008152', 'GO:0009987']"
22344,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
22345,"['GO:0008152', 'GO:0009987']"
22350,['GO:0065007']
22362,"['GO:0009987', 'GO:0065007']"
22368,"['GO:0051179', 'GO:0009987']"
22369,"['GO:0008152', 'GO:0009987']"
22372,"['GO:0023052', 'GO:0050896', 'GO:0065007', 'GO:0009987']"
22384,"['GO:0008152', 'GO:0009987']"
22388,['GO:0008152']
22389,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
22395,['GO:0065007']
22399,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
22401,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
22412,"['GO:0050896', 'GO:0065007']"
22413,"['GO:0008152', 'GO:0009987']"
22417,"['GO:0008152', 'GO:0009987']"
22424,"['GO:0008152', 'GO:0009987']"
22428,"['GO:0065007', 'GO:0009987']"
22430,['GO:0065007']
22448,"['GO:0008152', 'GO:0009987']"
22449,"['GO:0065007', 'GO:0009987']"
22458,['GO:0009987']
22459,['GO:0051179']
22464,"['GO:0008152', 'GO:0009987']"
22468,"['GO:0008152', 'GO:0009987']"
22481,"['GO:0032501', 'GO:0050896', 'GO:0032502', 'GO:0065007']"
22482,"['GO:0051179', 'GO:0009987']"
22485,"['GO:0065007', 'GO:0009987']"
22486,['GO:0009987']
22488,"['GO:0008152', 'GO:0009987']"
22497,"['GO:0008152', 'GO:0009987']"
22498,"['GO:0065007', 'GO:0009987']"
22499,"['GO:0050896', 'GO:0009987']"
22500,"['GO:0008152', 'GO:0009987']"
22502,"['GO:0008152', 'GO:0009987']"
22509,['GO:0065007']
22511,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
22512,"['GO:0008152', 'GO:0009987']"
22517,"['GO:0008152', 'GO:0009987']"
22522,['GO:0065007']
22524,['GO:0051179']
22538,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
22539,['GO:0009987']
22547,['GO:0009987']
22554,"['GO:0008152', 'GO:0009987']"
22555,"['GO:0008152', 'GO:0009987']"
22564,"['GO:0051179', 'GO:0009987']"
22573,"['GO:0008152', 'GO:0009987']"
22578,"['GO:0008152', 'GO:0009987']"
22581,"['GO:0008152', 'GO:0009987']"
22594,"['GO:0008152', 'GO:0009987']"
22596,['GO:0065007']
22598,"['GO:0023052', 'GO:0065007', 'GO:0008152', 'GO:0022414', 'GO:0009987', 'GO:0050896', 'GO:0000003']"
22604,"['GO:0008152', 'GO:0009987']"
