gid,funcs
9017,['GO:0065007']
9018,"['GO:0008152', 'GO:0009987']"
9035,['GO:0065007']
9039,"['GO:0008152', 'GO:0009987']"
9050,"['GO:0008152', 'GO:0009987']"
9051,['GO:0065007']
9053,"['GO:0008152', 'GO:0009987']"
9059,"['GO:0051179', 'GO:0009987']"
9064,"['GO:0008152', 'GO:0009987']"
9069,"['GO:0008152', 'GO:0009987']"
9076,"['GO:0051179', 'GO:0009987']"
9080,"['GO:0050896', 'GO:0009987']"
9086,['GO:0008152']
9093,"['GO:0050896', 'GO:0009987', 'GO:0065007', 'GO:0023052']"
9105,['GO:0065007']
9113,"['GO:0008152', 'GO:0009987']"
9115,"['GO:0008152', 'GO:0009987']"
9121,"['GO:0008152', 'GO:0009987']"
9123,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
9124,"['GO:0008152', 'GO:0009987']"
9133,['GO:0008152']
9134,['GO:0065007']
9140,['GO:0050896']
9142,"['GO:0050896', 'GO:0065007']"
9144,"['GO:0008152', 'GO:0009987']"
9147,"['GO:0008152', 'GO:0009987']"
9155,['GO:0051179']
9158,"['GO:0008152', 'GO:0009987']"
9162,"['GO:0008152', 'GO:0009987']"
9164,"['GO:0008152', 'GO:0009987']"
9168,['GO:0008152']
9169,"['GO:0008152', 'GO:0009987']"
9173,['GO:0050896']
9182,"['GO:0008152', 'GO:0009987']"
9183,['GO:0065007']
9185,['GO:0019740']
9186,['GO:0065007']
9194,"['GO:0051179', 'GO:0009987']"
9195,['GO:0009987']
9204,['GO:0050896']
9206,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
9218,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
9221,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
9223,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
9225,['GO:0065007']
9232,"['GO:0009987', 'GO:0065007']"
9241,"['GO:0008152', 'GO:0009987']"
9249,['GO:0065007']
9251,"['GO:0008152', 'GO:0009987']"
9259,"['GO:0008152', 'GO:0009987']"
9260,"['GO:0009987', 'GO:0065007']"
9265,"['GO:0008152', 'GO:0009987']"
9272,['GO:0050896']
9286,"['GO:0051179', 'GO:0009987']"
9288,"['GO:0008152', 'GO:0009987']"
9298,"['GO:0008152', 'GO:0009987']"
9302,"['GO:0008152', 'GO:0009987']"
9304,['GO:0009987']
9307,"['GO:0008152', 'GO:0009987']"
9308,"['GO:0008152', 'GO:0009987']"
9315,"['GO:0008152', 'GO:0009987']"
9317,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
9321,"['GO:0008152', 'GO:0009987']"
9328,"['GO:0008152', 'GO:0009987']"
9330,['GO:0050896']
9339,['GO:0065007']
9347,['GO:0065007']
9348,"['GO:0051179', 'GO:0009987']"
9355,"['GO:0008152', 'GO:0009987']"
9356,"['GO:0032502', 'GO:0009987']"
9361,['GO:0009987']
9370,['GO:0008152']
9374,"['GO:0008152', 'GO:0009987']"
9375,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
9381,['GO:0065007']
9387,['GO:0065007']
9389,"['GO:0032502', 'GO:0009987']"
9396,"['GO:0008152', 'GO:0009987']"
9397,"['GO:0008152', 'GO:0009987']"
9398,"['GO:0008152', 'GO:0009987']"
9402,"['GO:0008152', 'GO:0009987']"
9408,['GO:0050896']
9413,['GO:0065007']
9415,['GO:0009987']
9420,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
9421,"['GO:0008152', 'GO:0009987']"
9426,"['GO:0008152', 'GO:0009987']"
9427,['GO:0065007']
9428,"['GO:0065007', 'GO:0009987']"
9433,"['GO:0051179', 'GO:0009987']"
9446,"['GO:0051179', 'GO:0009987']"
9449,"['GO:0051179', 'GO:0009987']"
9450,"['GO:0008152', 'GO:0009987']"
9456,"['GO:0032501', 'GO:0048511', 'GO:0050896', 'GO:0065007']"
9459,"['GO:0008152', 'GO:0009987']"
9463,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
9466,['GO:0009987']
9477,"['GO:0050896', 'GO:0009987', 'GO:0065007', 'GO:0023052']"
9495,['GO:0009987']
9499,"['GO:0008152', 'GO:0009987']"
9502,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
9508,"['GO:0008152', 'GO:0009987']"
9509,['GO:0065007']
9512,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
9515,['GO:0051179']
9521,"['GO:0008152', 'GO:0009987']"
9522,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
9523,"['GO:0008152', 'GO:0009987']"
9524,['GO:0051179']
9527,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
9530,['GO:0050896']
9531,"['GO:0008152', 'GO:0009987']"
9532,"['GO:0008152', 'GO:0009987']"
9539,"['GO:0008152', 'GO:0009987']"
9541,"['GO:0065007', 'GO:0009987']"
9543,"['GO:0008152', 'GO:0009987']"
9545,"['GO:0008152', 'GO:0009987']"
9550,"['GO:0008152', 'GO:0009987']"
9553,['GO:0065007']
9554,"['GO:0008152', 'GO:0009987']"
9557,['GO:0009987']
9558,"['GO:0008152', 'GO:0009987']"
9577,"['GO:0008152', 'GO:0009987']"
9586,['GO:0009987']
9602,"['GO:0051179', 'GO:0009987']"
9609,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
9615,"['GO:0051179', 'GO:0009987', 'GO:0065007']"
9622,"['GO:0008152', 'GO:0009987']"
9625,"['GO:0008152', 'GO:0009987']"
9628,['GO:0009987']
9635,['GO:0050896']
9640,"['GO:0008152', 'GO:0009987']"
9642,"['GO:0008152', 'GO:0009987']"
9643,['GO:0065007']
9650,"['GO:0008152', 'GO:0009987']"
9656,"['GO:0032502', 'GO:0009987']"
9657,['GO:0051179']
9659,['GO:0051179']
9665,"['GO:0008152', 'GO:0009987']"
9666,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
9667,"['GO:0051179', 'GO:0009987']"
9671,"['GO:0008152', 'GO:0009987']"
9672,['GO:0065007']
9677,"['GO:0008152', 'GO:0009987']"
9681,"['GO:0008152', 'GO:0009987']"
9682,['GO:0009987']
9683,"['GO:0009987', 'GO:0065007']"
9697,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
9698,"['GO:0051179', 'GO:0009987']"
9700,['GO:0065007']
9710,['GO:0051179']
9714,"['GO:0008152', 'GO:0051179', 'GO:0065007', 'GO:0009987']"
9724,"['GO:0008152', 'GO:0009987']"
9727,"['GO:0008152', 'GO:0009987']"
9730,"['GO:0008152', 'GO:0009987']"
9734,['GO:0009987']
9735,"['GO:0008152', 'GO:0009987', 'GO:0065007']"
9736,"['GO:0009987', 'GO:0065007']"
9739,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
9744,"['GO:0065007', 'GO:0009987']"
9745,"['GO:0008152', 'GO:0009987']"
9756,"['GO:0008152', 'GO:0009987']"
9763,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
9764,['GO:0051179']
9767,"['GO:0008152', 'GO:0009987']"
9774,"['GO:0008152', 'GO:0009987']"
9788,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
9795,"['GO:0008152', 'GO:0009987']"
9796,"['GO:0051179', 'GO:0009987']"
9807,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
9815,"['GO:0008152', 'GO:0009987']"
9830,"['GO:0051179', 'GO:0009987']"
9833,['GO:0009987']
9834,"['GO:0051179', 'GO:0009987']"
9839,"['GO:0008152', 'GO:0009987']"
9841,"['GO:0008152', 'GO:0009987']"
9842,"['GO:0008152', 'GO:0009987']"
9843,['GO:0065007']
9853,"['GO:0050896', 'GO:0009987', 'GO:0065007', 'GO:0023052']"
9861,"['GO:0008152', 'GO:0009987']"
9862,"['GO:0008152', 'GO:0009987']"
9871,"['GO:0008152', 'GO:0009987']"
9873,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
9882,"['GO:0008152', 'GO:0009987']"
9891,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
9895,['GO:0065007']
9897,"['GO:0008152', 'GO:0009987']"
9900,"['GO:0051179', 'GO:0009987']"
9902,"['GO:0008152', 'GO:0009987']"
9909,"['GO:0051179', 'GO:0009987']"
9911,"['GO:0008152', 'GO:0009987']"
9923,['GO:0065007']
9933,['GO:0051179']
9939,['GO:0009987']
9943,"['GO:0008152', 'GO:0009987']"
9944,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
9947,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
9949,"['GO:0008152', 'GO:0009987']"
9955,"['GO:0008152', 'GO:0009987']"
9957,['GO:0065007']
9969,"['GO:0008152', 'GO:0009987']"
9971,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
9972,"['GO:0008152', 'GO:0009987']"
9973,['GO:0065007']
9977,"['GO:0008152', 'GO:0009987']"
9978,"['GO:0008152', 'GO:0050896', 'GO:0065007', 'GO:0009987']"
9982,['GO:0065007']
9995,"['GO:0008152', 'GO:0009987']"
9996,"['GO:0051179', 'GO:0009987']"
10000,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
10011,"['GO:0008152', 'GO:0009987']"
10021,"['GO:0008152', 'GO:0009987']"
10029,"['GO:0008152', 'GO:0009987']"
10030,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
10031,"['GO:0008152', 'GO:0009987']"
10033,['GO:0065007']
10042,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
10048,"['GO:0008152', 'GO:0050896', 'GO:0065007', 'GO:0009987']"
10051,['GO:0065007']
10057,"['GO:0008152', 'GO:0009987']"
10059,"['GO:0008152', 'GO:0009987']"
10065,"['GO:0050896', 'GO:0048511']"
10073,['GO:0065007']
10075,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
10079,['GO:0009987']
10084,['GO:0065007']
10088,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
10099,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
10100,"['GO:0008152', 'GO:0009987']"
10103,"['GO:0008152', 'GO:0009987']"
10107,['GO:0009987']
10112,"['GO:0051179', 'GO:0009987', 'GO:0065007']"
10113,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
10116,"['GO:0051179', 'GO:0009987']"
10128,['GO:0065007']
10132,['GO:0009987']
10133,"['GO:0051179', 'GO:0009987', 'GO:0065007']"
10137,['GO:0065007']
10160,"['GO:0008152', 'GO:0009987']"
10169,"['GO:0032502', 'GO:0009987']"
10173,['GO:0065007']
10174,['GO:0009987']
10176,['GO:0009987']
10177,['GO:0065007']
10181,"['GO:0008152', 'GO:0009987']"
10186,"['GO:0008152', 'GO:0009987']"
10191,"['GO:0008152', 'GO:0009987']"
10196,"['GO:0051179', 'GO:0009987']"
10199,['GO:0065007']
10205,"['GO:0008152', 'GO:0009987']"
10207,['GO:0009987']
10212,"['GO:0008152', 'GO:0022414', 'GO:0009987', 'GO:0050896', 'GO:0000003']"
10216,['GO:0065007']
10219,['GO:0065007']
10238,['GO:0065007']
10240,['GO:0065007']
10241,"['GO:0008152', 'GO:0009987']"
10245,"['GO:0051179', 'GO:0009987']"
10247,"['GO:0065007', 'GO:0008152', 'GO:0032502', 'GO:0022414', 'GO:0032501', 'GO:0000003']"
10250,"['GO:0050896', 'GO:0009987']"
10265,"['GO:0050896', 'GO:0009987', 'GO:0065007', 'GO:0023052']"
10266,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
10272,['GO:0065007']
10277,['GO:0065007']
10278,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
10279,['GO:0008152']
10284,"['GO:0009987', 'GO:0065007']"
10288,"['GO:0008152', 'GO:0009987']"
10289,['GO:0065007']
10292,['GO:0065007']
10296,"['GO:0008152', 'GO:0009987']"
10310,"['GO:0008152', 'GO:0009987']"
10329,['GO:0065007']
10331,['GO:0065007']
10334,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
10340,"['GO:0008152', 'GO:0009987']"
10346,"['GO:0008152', 'GO:0009987']"
10348,"['GO:0050896', 'GO:0009987', 'GO:0065007', 'GO:0023052']"
10349,['GO:0009987']
10361,['GO:0009987']
10364,['GO:0065007']
10365,"['GO:0008152', 'GO:0009987']"
10375,"['GO:0051179', 'GO:0009987']"
10379,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
10386,"['GO:0008152', 'GO:0009987']"
10391,['GO:0065007']
10394,"['GO:0008152', 'GO:0009987', 'GO:0065007']"
10395,['GO:0050896']
10400,"['GO:0051179', 'GO:0009987']"
10401,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
10405,"['GO:0008152', 'GO:0009987']"
10407,['GO:0008152']
10409,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
10420,['GO:0051179']
10424,"['GO:0008152', 'GO:0009987']"
10426,"['GO:0008152', 'GO:0009987']"
10430,['GO:0050896']
10439,['GO:0065007']
10443,"['GO:0008152', 'GO:0009987']"
10448,"['GO:0008152', 'GO:0009987']"
10456,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
10460,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0032502', 'GO:0022414', 'GO:0040007', 'GO:0009987', 'GO:0032501', 'GO:0050896', 'GO:0000003']"
10465,"['GO:0008152', 'GO:0009987']"
10467,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
10474,"['GO:0008152', 'GO:0009987']"
10475,['GO:0065007']
10478,"['GO:0008152', 'GO:0009987']"
10479,"['GO:0008152', 'GO:0009987']"
10481,"['GO:0008152', 'GO:0009987']"
10485,['GO:0065007']
10493,"['GO:0008152', 'GO:0050896', 'GO:0065007', 'GO:0009987']"
10494,['GO:0065007']
10504,"['GO:0032502', 'GO:0009987']"
10506,['GO:0065007']
10524,['GO:0009987']
10525,['GO:0008152']
10528,['GO:0051179']
10529,['GO:0009987']
10534,"['GO:0008152', 'GO:0009987']"
10540,"['GO:0065007', 'GO:0009987']"
10547,['GO:0050896']
10554,"['GO:0008152', 'GO:0009987']"
10557,['GO:0065007']
10568,['GO:0065007']
10572,"['GO:0008152', 'GO:0009987']"
10578,['GO:0065007']
10582,['GO:0009987']
10586,"['GO:0008152', 'GO:0009987']"
10588,['GO:0008152']
10589,"['GO:0008152', 'GO:0009987']"
10590,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
10597,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
10602,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
10605,['GO:0050896']
10607,"['GO:0008152', 'GO:0009987']"
10609,"['GO:0051179', 'GO:0009987']"
10611,"['GO:0009987', 'GO:0065007']"
10612,"['GO:0008152', 'GO:0009987']"
10615,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
10623,"['GO:0051179', 'GO:0050896', 'GO:0065007']"
10626,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
10631,"['GO:0009987', 'GO:0065007']"
10634,['GO:0008152']
10640,"['GO:0008152', 'GO:0009987']"
10646,"['GO:0008152', 'GO:0009987']"
10647,"['GO:0008152', 'GO:0009987']"
10649,"['GO:0008152', 'GO:0009987']"
10652,"['GO:0008152', 'GO:0009987']"
10655,"['GO:0008152', 'GO:0009987']"
10656,"['GO:0008152', 'GO:0009987']"
10658,"['GO:0008152', 'GO:0009987']"
10666,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
10669,"['GO:0008152', 'GO:0009987']"
10672,"['GO:0051179', 'GO:0009987']"
10683,"['GO:0008152', 'GO:0009987']"
10686,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
10688,['GO:0065007']
10690,"['GO:0008152', 'GO:0009987']"
10703,['GO:0065007']
10707,"['GO:0051179', 'GO:0009987']"
10712,"['GO:0008152', 'GO:0009987']"
10730,"['GO:0008152', 'GO:0009987']"
10733,"['GO:0008152', 'GO:0009987']"
10736,"['GO:0008152', 'GO:0009987']"
10742,"['GO:0051179', 'GO:0009987']"
10752,"['GO:0008152', 'GO:0009987']"
10762,"['GO:0008152', 'GO:0009987']"
10764,"['GO:0008152', 'GO:0009987']"
10769,"['GO:0008152', 'GO:0009987']"
10777,"['GO:0008152', 'GO:0009987']"
10790,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
10795,"['GO:0008152', 'GO:0009987']"
10804,['GO:0009987']
10809,"['GO:0008152', 'GO:0009987']"
10814,"['GO:0051179', 'GO:0009987']"
10815,"['GO:0008152', 'GO:0009987']"
10824,"['GO:0008152', 'GO:0009987']"
10828,"['GO:0008152', 'GO:0009987']"
10829,"['GO:0051179', 'GO:0009987']"
10839,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
10842,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
10859,"['GO:0008152', 'GO:0009987']"
10869,"['GO:0008152', 'GO:0009987']"
10870,"['GO:0008152', 'GO:0009987']"
10882,['GO:0009987']
10884,"['GO:0008152', 'GO:0009987']"
10885,['GO:0008152']
10890,"['GO:0032501', 'GO:0032502', 'GO:0065007']"
10894,"['GO:0008152', 'GO:0009987']"
10896,"['GO:0051179', 'GO:0009987']"
10898,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
10901,"['GO:0008152', 'GO:0009987']"
10904,"['GO:0051179', 'GO:0009987']"
10910,"['GO:0008152', 'GO:0009987']"
10918,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
10921,['GO:0009987']
10924,"['GO:0023052', 'GO:0065007', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
10928,['GO:0065007']
10935,['GO:0065007']
10938,"['GO:0008152', 'GO:0022414', 'GO:0000003', 'GO:0009987']"
10943,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
10944,['GO:0008152']
10946,"['GO:0008152', 'GO:0009987']"
10959,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
10960,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
10962,"['GO:0008152', 'GO:0009987']"
10970,['GO:0009987']
10979,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
10980,"['GO:0008152', 'GO:0009987']"
10982,"['GO:0051179', 'GO:0009987']"
10988,"['GO:0050896', 'GO:0065007']"
10991,['GO:0009987']
10998,"['GO:0008152', 'GO:0009987']"
10999,"['GO:0008152', 'GO:0009987']"
11002,"['GO:0051179', 'GO:0009987']"
11006,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
11008,"['GO:0008152', 'GO:0009987']"
11018,"['GO:0008152', 'GO:0009987']"
11019,"['GO:0008152', 'GO:0009987']"
11024,"['GO:0032502', 'GO:0009987']"
11027,"['GO:0051179', 'GO:0009987']"
11036,['GO:0051179']
11039,"['GO:0051179', 'GO:0009987']"
11048,['GO:0065007']
11049,"['GO:0008152', 'GO:0009987']"
11050,"['GO:0008152', 'GO:0009987']"
11052,"['GO:0008152', 'GO:0009987']"
11053,"['GO:0065007', 'GO:0009987']"
11056,['GO:0050896']
11076,['GO:0008152']
11083,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
11092,['GO:0065007']
11093,"['GO:0008152', 'GO:0009987']"
11112,"['GO:0008152', 'GO:0009987']"
11115,['GO:0050896']
11120,['GO:0008152']
11123,['GO:0065007']
11126,"['GO:0051179', 'GO:0009987']"
11133,"['GO:0008152', 'GO:0009987']"
11136,"['GO:0008152', 'GO:0009987']"
11144,"['GO:0050896', 'GO:0065007']"
11145,"['GO:0008152', 'GO:0050896', 'GO:0065007', 'GO:0009987']"
11147,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
11148,"['GO:0008152', 'GO:0009987']"
11152,"['GO:0008152', 'GO:0009987']"
11163,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
11164,"['GO:0008152', 'GO:0009987']"
11174,"['GO:0008152', 'GO:0009987']"
11176,['GO:0050896']
11185,"['GO:0008152', 'GO:0009987']"
11189,"['GO:0008152', 'GO:0009987']"
11203,"['GO:0008152', 'GO:0009987']"
11207,"['GO:0008152', 'GO:0022414', 'GO:0009987', 'GO:0050896', 'GO:0000003']"
11220,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
11222,"['GO:0050896', 'GO:0009987']"
11225,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
11231,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
11235,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
11240,['GO:0008152']
11242,"['GO:0008152', 'GO:0009987']"
11245,['GO:0009987']
11249,['GO:0065007']
11255,"['GO:0008152', 'GO:0009987']"
11256,"['GO:0008152', 'GO:0009987']"
11259,"['GO:0008152', 'GO:0009987']"
11275,"['GO:0008152', 'GO:0009987']"
11279,['GO:0065007']
11294,"['GO:0008152', 'GO:0009987']"
11301,['GO:0065007']
11302,['GO:0065007']
11312,"['GO:0009987', 'GO:0065007']"
11321,"['GO:0032502', 'GO:0009987']"
11330,"['GO:0008152', 'GO:0009987']"
11331,"['GO:0050896', 'GO:0009987']"
11333,"['GO:0008152', 'GO:0009987']"
11337,"['GO:0008152', 'GO:0009987']"
11340,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
11345,"['GO:0008152', 'GO:0009987']"
11346,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
11362,['GO:0065007']
11367,"['GO:0008152', 'GO:0009987']"
11372,"['GO:0065007', 'GO:0009987']"
11381,['GO:0065007']
11392,"['GO:0008152', 'GO:0009987']"
11394,"['GO:0040011', 'GO:0009987']"
11400,['GO:0065007']
11407,"['GO:0008152', 'GO:0009987']"
11414,['GO:0065007']
11417,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
11419,"['GO:0065007', 'GO:0023052', 'GO:0032502', 'GO:0009987', 'GO:0050896']"
11420,"['GO:0008152', 'GO:0009987']"
11424,"['GO:0044419', 'GO:0002376', 'GO:0050896']"
11434,['GO:0065007']
11446,"['GO:0008152', 'GO:0009987']"
11447,"['GO:0008152', 'GO:0009987']"
11468,"['GO:0008152', 'GO:0009987']"
11475,"['GO:0008152', 'GO:0009987']"
11477,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
11484,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
11490,"['GO:0051179', 'GO:0009987']"
11495,"['GO:0008152', 'GO:0009987', 'GO:0065007']"
11496,"['GO:0051179', 'GO:0009987']"
11498,"['GO:0008152', 'GO:0009987']"
11500,"['GO:0051179', 'GO:0009987', 'GO:0065007']"
11507,['GO:0065007']
11508,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
11511,"['GO:0008152', 'GO:0009987']"
11517,"['GO:0008152', 'GO:0009987']"
11518,"['GO:0032502', 'GO:0065007', 'GO:0009987']"
11520,"['GO:0008152', 'GO:0009987']"
11522,['GO:0065007']
11530,"['GO:0008152', 'GO:0009987']"
11538,"['GO:0008152', 'GO:0009987']"
11539,"['GO:0050896', 'GO:0009987', 'GO:0065007', 'GO:0023052']"
11544,['GO:0065007']
11550,"['GO:0051179', 'GO:0009987']"
11551,['GO:0009987']
11556,"['GO:0008152', 'GO:0009987']"
11559,"['GO:0065007', 'GO:0009987']"
11560,"['GO:0051179', 'GO:0009987']"
11561,['GO:0009987']
11562,"['GO:0008152', 'GO:0009987']"
11564,"['GO:0008152', 'GO:0009987']"
11567,"['GO:0050896', 'GO:0044419', 'GO:0002376', 'GO:0009987']"
11568,"['GO:0008152', 'GO:0009987']"
11587,"['GO:0008152', 'GO:0009987']"
11589,"['GO:0008152', 'GO:0009987']"
11594,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
11599,"['GO:0008152', 'GO:0009987']"
11629,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
11635,"['GO:0008152', 'GO:0009987', 'GO:0065007']"
11650,['GO:0065007']
11653,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
11665,"['GO:0008152', 'GO:0009987']"
11668,['GO:0009987']
11670,"['GO:0008152', 'GO:0009987']"
11698,"['GO:0008152', 'GO:0009987']"
11703,"['GO:0008152', 'GO:0009987']"
11707,['GO:0065007']
11712,"['GO:0008152', 'GO:0019740', 'GO:0009987']"
11736,"['GO:0051179', 'GO:0009987']"
11742,"['GO:0008152', 'GO:0032501', 'GO:0032502', 'GO:0065007']"
11744,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
11748,"['GO:0008152', 'GO:0009987']"
11754,"['GO:0032501', 'GO:0022414', 'GO:0032502', 'GO:0000003']"
11755,"['GO:0009987', 'GO:0065007']"
11756,"['GO:0008152', 'GO:0009987']"
11759,['GO:0065007']
11760,['GO:0065007']
11763,"['GO:0008152', 'GO:0009987']"
11765,"['GO:0008152', 'GO:0009987']"
11768,"['GO:0008152', 'GO:0009987']"
11770,"['GO:0008152', 'GO:0009987']"
11772,"['GO:0008152', 'GO:0009987']"
11777,"['GO:0008152', 'GO:0009987']"
11778,['GO:0065007']
11779,"['GO:0051179', 'GO:0009987']"
11783,['GO:0009987']
11789,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
11807,"['GO:0008152', 'GO:0009987']"
11808,"['GO:0008152', 'GO:0009987']"
11812,"['GO:0051179', 'GO:0009987']"
11813,"['GO:0050896', 'GO:0009987']"
11815,"['GO:0008152', 'GO:0009987']"
11826,"['GO:0008152', 'GO:0009987']"
11829,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
11847,"['GO:0008152', 'GO:0009987']"
11848,"['GO:0051179', 'GO:0009987']"
11851,['GO:0065007']
11852,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
11854,"['GO:0065007', 'GO:0008152', 'GO:0009987', 'GO:0051179', 'GO:0050896']"
11864,"['GO:0009987', 'GO:0065007']"
11865,['GO:0008152']
11871,['GO:0009987']
11873,"['GO:0008152', 'GO:0009987']"
11878,"['GO:0008152', 'GO:0009987']"
11889,"['GO:0051179', 'GO:0009987']"
11896,['GO:0051179']
11902,['GO:0009987']
11903,"['GO:0008152', 'GO:0009987']"
11904,"['GO:0008152', 'GO:0009987']"
11912,['GO:0065007']
11917,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
11920,"['GO:0008152', 'GO:0009987']"
11922,"['GO:0065007', 'GO:0009987']"
11924,"['GO:0008152', 'GO:0009987']"
11949,['GO:0065007']
11951,['GO:0065007']
11953,['GO:0065007']
11958,"['GO:0065007', 'GO:0009987']"
11960,"['GO:0008152', 'GO:0009987']"
11961,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
11966,"['GO:0065007', 'GO:0009987']"
11969,"['GO:0008152', 'GO:0009987']"
11970,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
11973,"['GO:0008152', 'GO:0009987']"
11981,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
11989,['GO:0009987']
11993,"['GO:0008152', 'GO:0009987']"
11998,['GO:0065007']
12007,['GO:0065007']
12009,"['GO:0008152', 'GO:0009987']"
12011,"['GO:0050896', 'GO:0009987']"
12013,"['GO:0050896', 'GO:0065007']"
12016,"['GO:0008152', 'GO:0009987']"
12018,"['GO:0032501', 'GO:0032502', 'GO:0009987']"
12019,['GO:0008152']
12025,['GO:0051179']
12026,"['GO:0008152', 'GO:0009987']"
12028,"['GO:0008152', 'GO:0009987']"
12032,['GO:0009987']
12037,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
12045,"['GO:0008152', 'GO:0009987']"
12051,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
12057,"['GO:0008152', 'GO:0009987']"
12058,"['GO:0008152', 'GO:0009987']"
12063,"['GO:0065007', 'GO:0009987']"
12073,"['GO:0050896', 'GO:0009987']"
12076,['GO:0065007']
12078,"['GO:0008152', 'GO:0009987']"
